RUTA:,EDAD,TAMAÑO BBDD,TIEMPO MAX,ALGORITMO,EJECUCION Nº,RUTA CICLICA,POIS VISITADOS,INTERÉS,DISTANCIA TOTAL,TIEMPO RUTA,MARGEN,NUMERO DE POIS VISITADOS,PORCENTAJE INTERES,TIEMPO EJECUCION ALGORITMO
24,30,158,300,Algoritmo Memetico,5,False,"[89, 117, 9, 152, 93, 149, 100, 109, 86, 135]",87,3743.187,298.12318897637795,1.8768110236220537,10,87.0,748.6124935150146
25,30,158,300,Greedy,6,False,"[9, 117, 144, 89, 152, 53, 104, 25, 21]",89,2347.9739999999997,295.81330708661415,4.186692913385855,9,98.88888888888889,0.09031128883361816
26,30,158,300,GRASP,6,False,"[25, 104, 53, 117, 9, 121, 100, 17]",79,3103.1229999999996,277.72339895013124,22.27660104986876,8,98.75,3.672656536102295
27,30,158,300,Enfriamiento Simulado,6,False,"[9, 117, 144, 89, 152, 53, 104, 25, 7]",89,2878.0460000000003,295.76963254593176,4.230367454068244,9,98.88888888888889,0.22560501098632812
28,30,158,300,Algoritmo Genetico Estacionario,6,False,"[9, 116, 45, 93, 70, 138, 120, 92, 122]",75,5363.15,286.38254593175856,13.617454068241443,9,83.33333333333334,32.20805835723877
29,30,158,300,Algoritmo Memetico,6,False,"[70, 121, 109, 29, 116, 9, 89, 104, 25]",83,2981.9230000000002,287.1328477690289,12.8671522309711,9,92.22222222222221,608.7571182250977
30,30,158,300,Greedy,7,False,"[9, 117, 144, 89, 152, 53, 104, 25, 21]",89,2347.9739999999997,295.81330708661415,4.186692913385855,9,98.88888888888889,0.09014725685119629
31,30,158,300,GRASP,7,False,"[25, 104, 53, 117, 9, 152, 99, 102]",79,3275.2509999999993,272.9822965879265,27.0177034120735,8,98.75,3.6619420051574707
32,30,158,300,Enfriamiento Simulado,7,False,"[9, 117, 144, 89, 152, 53, 104, 25, 7]",89,2878.0460000000003,295.76963254593176,4.230367454068244,9,98.88888888888889,0.2313535213470459
33,30,158,300,Algoritmo Genetico Estacionario,7,False,"[9, 30, 78, 152, 122, 138, 89, 7, 94]",79,5266.043,294.10817585301834,5.891824146981662,9,87.77777777777779,32.2531476020813
34,30,158,300,Algoritmo Memetico,7,False,"[102, 62, 21, 104, 89, 9, 152, 138, 110]",83,3729.731,282.9466010498688,17.053398950131225,9,92.22222222222221,632.906599521637
35,30,158,300,Greedy,8,False,"[9, 117, 144, 89, 152, 53, 104, 25, 21]",89,2347.9739999999997,295.81330708661415,4.186692913385855,9,98.88888888888889,0.09119486808776855
36,30,158,300,GRASP,8,False,"[102, 144, 117, 9, 152, 138, 121, 89, 104]",89,4080.2819999999997,292.5470078740158,7.452992125984224,9,98.88888888888889,4.266133785247803
37,30,158,300,Enfriamiento Simulado,8,False,"[9, 117, 144, 89, 152, 53, 25, 104, 21]",89,2281.324,294.9386351706037,5.061364829396325,9,98.88888888888889,0.226898193359375
38,30,158,300,Algoritmo Genetico Estacionario,8,False,"[9, 102, 117, 93, 89, 29, 7, 137, 138]",77,6318.694999999999,295.92250656167977,4.077493438320232,9,85.55555555555556,30.32230234146118
39,30,158,300,Algoritmo Memetico,8,False,"[121, 138, 109, 85, 9, 117, 94, 7, 62, 63]",87,2945.276,292.65191601049867,7.348083989501333,10,87.0,749.5340030193329
40,30,158,300,Greedy,9,False,"[9, 117, 144, 89, 152, 53, 104, 25, 21]",89,2347.9739999999997,295.81330708661415,4.186692913385855,9,98.88888888888889,0.09196710586547852
41,30,158,300,GRASP,9,False,"[109, 9, 144, 89, 104, 25, 128, 102]",78,3868.616,277.76923884514434,22.230761154855657,8,97.5,3.6655142307281494
42,30,158,300,Enfriamiento Simulado,9,False,"[9, 117, 144, 89, 152, 53, 104, 25, 45]",89,2978.4350000000004,296.0870734908136,3.912926509186377,9,98.88888888888889,0.23166871070861816
43,30,158,300,Algoritmo Genetico Estacionario,9,False,"[154, 89, 90, 9, 51, 138, 39, 7, 30]",74,5482.0920000000015,293.94346456692915,6.056535433070849,9,82.22222222222221,32.2354838848114
44,30,158,300,Algoritmo Memetico,9,False,"[123, 51, 121, 122, 92, 9, 117, 89, 135]",83,2973.936,273.02803149606297,26.971968503937035,9,92.22222222222221,605.6540193557739
45,30,158,300,Greedy,10,False,"[9, 117, 144, 89, 152, 53, 104, 25, 21]",89,2347.9739999999997,295.81330708661415,4.186692913385855,9,98.88888888888889,0.08812737464904785
46,30,158,300,GRASP,10,False,"[9, 117, 144, 104, 25, 150, 19, 143, 103]",84,2768.511,299.3321653543307,0.6678346456693021,9,93.33333333333334,4.1823742389678955
47,30,158,300,Enfriamiento Simulado,10,False,"[9, 117, 144, 89, 152, 102, 104, 122, 7]",87,5299.571,298.5481758530184,1.4518241469816076,9,96.66666666666666,0.2245330810546875
48,30,158,300,Algoritmo Genetico Estacionario,10,False,"[9, 104, 152, 47, 122, 94, 138, 135, 117]",80,5677.348000000001,287.5058792650919,12.494120734908108,9,88.88888888888889,31.643926858901978
49,30,158,300,Algoritmo Memetico,10,False,"[104, 89, 9, 47, 7, 92, 109, 120, 122, 123]",87,3343.723,295.8808792650919,4.119120734908108,10,87.0,735.7315723896027
50,30,158,300,Greedy,11,False,"[9, 117, 144, 89, 152, 53, 104, 25, 21]",89,2347.9739999999997,295.81330708661415,4.186692913385855,9,98.88888888888889,0.08821272850036621
51,30,158,300,GRASP,11,False,"[25, 89, 117, 9, 152, 21, 99, 102, 123]",87,4202.119000000001,289.14591863517063,10.85408136482937,9,96.66666666666666,4.258629083633423
52,30,158,300,Enfriamiento Simulado,11,False,"[9, 117, 144, 89, 152, 53, 104, 25, 102]",90,3253.184,299.69270341207346,0.3072965879265439,9,100.0,0.22780132293701172
53,30,158,300,Algoritmo Genetico Estacionario,11,False,"[9, 102, 62, 121, 117, 109, 122, 110, 123]",81,5810.520000000001,299.25354330708666,0.7464566929133412,9,90.0,29.691903114318848
54,30,158,300,Algoritmo Memetico,11,False,"[102, 93, 138, 104, 89, 117, 9, 152, 47, 31]",88,4493.34,292.9677165354331,7.032283464566888,10,88.0,650.1745872497559
55,30,158,300,Greedy,12,False,"[9, 117, 144, 89, 152, 53, 104, 25, 21]",89,2347.9739999999997,295.81330708661415,4.186692913385855,9,98.88888888888889,0.08815789222717285
56,30,158,300,GRASP,12,False,"[128, 25, 53, 21, 89, 9, 152, 109, 138]",86,3396.3070000000002,294.57095800524934,5.429041994750662,9,95.55555555555556,4.311855792999268
